title,area,rating,n_reviews,reference
Асмера,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.5,1,https://tophotels.ru/hotel/al309074/reviews
Блюз на Невском,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.5,1,https://tophotels.ru/hotel/al318484/reviews
Друзья на Грибоедова (закрыт),"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.5,1,https://tophotels.ru/hotel/al100354/reviews
Империал Арт отель 4*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.5,1,https://tophotels.ru/hotel/al319120/reviews
Класс-Отель 2*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.5,1,https://tophotels.ru/hotel/al198152/reviews
Космос,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.5,1,https://tophotels.ru/hotel/al162717/reviews
Лира Мини-Отель 2*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.5,2,https://tophotels.ru/hotel/al275387/reviews
Литейный 51 2*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.5,1,https://tophotels.ru/hotel/al295382/reviews
Пастель на Восстания,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.5,1,https://tophotels.ru/hotel/al313485/reviews
Русская Сказка,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.5,1,https://tophotels.ru/hotel/al108684/reviews
СВ Хостел,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.5,1,https://tophotels.ru/hotel/al274279/reviews
Север,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.5,1,https://tophotels.ru/hotel/al311950/reviews
Три Мушкетера 2*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.5,1,https://tophotels.ru/hotel/al275408/reviews
Фонтанка 99 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.5,1,https://tophotels.ru/hotel/al306159/reviews
All Seasons,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.33,1,https://tophotels.ru/hotel/al69493/reviews
Diva-Hostel,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.33,1,https://tophotels.ru/hotel/al68651/reviews
Hostel Allen House,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.33,1,https://tophotels.ru/hotel/al93397/reviews
Nordhostel,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.33,1,https://tophotels.ru/hotel/al104909/reviews
Vladimirskiy II,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.33,1,https://tophotels.ru/hotel/al92862/reviews
Пассаж Отель,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.33,1,https://tophotels.ru/hotel/al139161/reviews
Valbrug,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.33,2,https://tophotels.ru/hotel/al307138/reviews
Авантаж на Смоленке 1*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.33,2,https://tophotels.ru/hotel/al295836/reviews
"Апарт-отель ""На Свечном"" 2*","Россия, Санкт-Петербургский регион, Санкт-Петербург",4.33,8,https://tophotels.ru/hotel/al27705/reviews
Венеция 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.33,2,https://tophotels.ru/hotel/al306140/reviews
Красный Коврик на Фонтанке,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.33,1,https://tophotels.ru/hotel/al80406/reviews
На Аэродромной,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.33,1,https://tophotels.ru/hotel/al35143/reviews
Юсупов,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.25,1,https://tophotels.ru/hotel/al321415/reviews
Balzac Hotel (Бальзак) 4*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.17,1,https://tophotels.ru/hotel/al200775/reviews
Shouyuan 4*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.17,2,https://tophotels.ru/hotel/al323201/reviews
Балтийская,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.17,2,https://tophotels.ru/hotel/al35156/reviews
Доминик-Хаус 2*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.17,2,https://tophotels.ru/hotel/al135226/reviews
Arealinn 4*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.11,3,https://tophotels.ru/hotel/al130086/reviews
Premium 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.11,3,https://tophotels.ru/hotel/al51552/reviews
Altera Hostel,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.0,1,https://tophotels.ru/hotel/al227254/reviews
Fifth Corner 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.0,1,https://tophotels.ru/hotel/al42716/reviews
Location,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.0,1,https://tophotels.ru/hotel/al60422/reviews
Vasilievsky Island Inn (Васильевский остров Inn),"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.0,2,https://tophotels.ru/hotel/al68277/reviews
Velohostel Marata,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.0,1,https://tophotels.ru/hotel/al312789/reviews
Аве Цезарь На Пушкинской 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.0,1,https://tophotels.ru/hotel/al275352/reviews
Алмаз У Мостов 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.0,1,https://tophotels.ru/hotel/al285741/reviews
Дом Балтика 2*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.0,1,https://tophotels.ru/hotel/al273652/reviews
Люкса На Тамбовской,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.0,1,https://tophotels.ru/hotel/al171350/reviews
На камнях,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.0,2,https://tophotels.ru/hotel/al54515/reviews
Панорамные Апартаменты S16,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.0,1,https://tophotels.ru/hotel/al317045/reviews
Пять Вечеров,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.0,1,https://tophotels.ru/hotel/al60425/reviews
Соната на Загородном,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.0,1,https://tophotels.ru/hotel/al311945/reviews
Счастливые Часы,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.0,1,https://tophotels.ru/hotel/al306290/reviews
Martin Hotel 4*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",3.83,2,https://tophotels.ru/hotel/al68054/reviews
Общежитие гостиничного типа при РГПУ им. Герцена,"Россия, Санкт-Петербургский регион, Санкт-Петербург",3.83,1,https://tophotels.ru/hotel/al124729/reviews
Пижама,"Россия, Санкт-Петербургский регион, Санкт-Петербург",3.83,2,https://tophotels.ru/hotel/al91895/reviews
Три Реки (Three Rivers Hotel) 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",3.83,2,https://tophotels.ru/hotel/al320558/reviews
Rinaldi Olimpia 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",3.76,10,https://tophotels.ru/hotel/al22303/reviews
На Конюшенной,"Россия, Санкт-Петербургский регион, Санкт-Петербург",3.75,2,https://tophotels.ru/hotel/al45594/reviews
Alex,"Россия, Санкт-Петербургский регион, Санкт-Петербург",3.67,2,https://tophotels.ru/hotel/al128328/reviews
Бизнес-Отель На Бумажной,"Россия, Санкт-Петербургский регион, Санкт-Петербург",3.67,1,https://tophotels.ru/hotel/al276248/reviews
Охта 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",3.67,3,https://tophotels.ru/hotel/al275734/reviews
EuroFriends Hostel Садовая,"Россия, Санкт-Петербургский регион, Санкт-Петербург",3.67,3,https://tophotels.ru/hotel/al72616/reviews
Rinaldi Poetic 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",3.67,1,https://tophotels.ru/hotel/al47712/reviews
Jenavi Club,"Россия, Санкт-Петербургский регион, Санкт-Петербург",3.61,3,https://tophotels.ru/hotel/al100518/reviews
Central Hostel 2*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",3.5,1,https://tophotels.ru/hotel/al274129/reviews
Жуковского 14,"Россия, Санкт-Петербургский регион, Санкт-Петербург",3.5,1,https://tophotels.ru/hotel/al296338/reviews
Петровский,"Россия, Санкт-Петербургский регион, Санкт-Петербург",3.5,2,https://tophotels.ru/hotel/al188447/reviews
Манифест 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",3.47,7,https://tophotels.ru/hotel/al52121/reviews
У Пушкинской,"Россия, Санкт-Петербургский регион, Санкт-Петербург",3.33,5,https://tophotels.ru/hotel/al35149/reviews
Алекс Отель на Марата - 3,"Россия, Санкт-Петербургский регион, Санкт-Петербург",3.33,2,https://tophotels.ru/hotel/al54518/reviews
Перцов Дом,"Россия, Санкт-Петербургский регион, Санкт-Петербург",3.33,1,https://tophotels.ru/hotel/al63303/reviews
Dolce Vita 1*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",3.28,4,https://tophotels.ru/hotel/al35889/reviews
Dill,"Россия, Санкт-Петербургский регион, Санкт-Петербург",3.17,2,https://tophotels.ru/hotel/al85373/reviews
Aquarelle II 2*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",3.0,1,https://tophotels.ru/hotel/al50018/reviews
Babushka House,"Россия, Санкт-Петербургский регион, Санкт-Петербург",3.0,2,https://tophotels.ru/hotel/al100411/reviews
Алекс Отель на Звездной,"Россия, Санкт-Петербургский регион, Санкт-Петербург",2.89,3,https://tophotels.ru/hotel/al304527/reviews
Сафари 2*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",2.67,2,https://tophotels.ru/hotel/al91220/reviews
Artway Design Hotel,"Россия, Санкт-Петербургский регион, Санкт-Петербург",2.5,1,https://tophotels.ru/hotel/al305737/reviews
Старая Мельница 4*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",2.5,3,https://tophotels.ru/hotel/al291585/reviews
Rinaldi Premier 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",2.35,5,https://tophotels.ru/hotel/al17027/reviews
Саперный 3,"Россия, Санкт-Петербургский регион, Санкт-Петербург",2.33,3,https://tophotels.ru/hotel/al73186/reviews
Аллюрия На Мытнинской 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",2.33,2,https://tophotels.ru/hotel/al275417/reviews
Васильевский остров 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",2.17,7,https://tophotels.ru/hotel/al35132/reviews
Северная Венеция,"Россия, Санкт-Петербургский регион, Санкт-Петербург",2.17,4,https://tophotels.ru/hotel/al71908/reviews
Сварог Фильм Отель,"Россия, Санкт-Петербургский регион, Санкт-Петербург",2.0,2,https://tophotels.ru/hotel/al94919/reviews
Ра Невский 102 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",1.33,3,https://tophotels.ru/hotel/al102157/reviews
Красная Прищепка,"Россия, Санкт-Петербургский регион, Санкт-Петербург",1.0,2,https://tophotels.ru/hotel/al274325/reviews
338 Отель,"Россия, Санкт-Петербургский регион, Санкт-Петербург",0.0,1,https://tophotels.ru/hotel/al305026/reviews
5 rooms,"Россия, Санкт-Петербургский регион, Санкт-Петербург",0.0,2,https://tophotels.ru/hotel/al100403/reviews
5 Сезонов 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",0.0,1,https://tophotels.ru/hotel/al306118/reviews
7 Fridays,"Россия, Санкт-Петербургский регион, Санкт-Петербург",0.0,1,https://tophotels.ru/hotel/al306819/reviews
Art Nuvo Palace 4*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",0.0,1,https://tophotels.ru/hotel/al324391/reviews
Avenue-Apart,"Россия, Санкт-Петербургский регион, Санкт-Петербург",0.0,1,https://tophotels.ru/hotel/al310360/reviews
Bravo Hostel,"Россия, Санкт-Петербургский регион, Санкт-Петербург",0.0,1,https://tophotels.ru/hotel/al313326/reviews
Central City Hostel,"Россия, Санкт-Петербургский регион, Санкт-Петербург",0.0,1,https://tophotels.ru/hotel/al225677/reviews
Chemistry Hostel,"Россия, Санкт-Петербургский регион, Санкт-Петербург",0.0,1,https://tophotels.ru/hotel/al316147/reviews
Christopher Hostel,"Россия, Санкт-Петербургский регион, Санкт-Петербург",0.0,1,https://tophotels.ru/hotel/al311209/reviews
Docklands 4*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",0.0,1,https://tophotels.ru/hotel/al315577/reviews
Happy Inn Hotel 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",0.0,1,https://tophotels.ru/hotel/al141901/reviews
Hotel GH_MS 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",0.0,1,https://tophotels.ru/hotel/al317158/reviews
Hotel Onyx,"Россия, Санкт-Петербургский регион, Санкт-Петербург",0.0,1,https://tophotels.ru/hotel/al311828/reviews
Kvartira №4 by Ginza Project 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",0.0,1,https://tophotels.ru/hotel/al292888/reviews
Menk Kings 4*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",0.0,1,https://tophotels.ru/hotel/al139157/reviews
Nevsky Sky,"Россия, Санкт-Петербургский регион, Санкт-Петербург",0.0,1,https://tophotels.ru/hotel/al315610/reviews
Nikita (Никита) 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",0.0,1,https://tophotels.ru/hotel/al275400/reviews
Oksana's Apartments - Невский 88 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",0.0,1,https://tophotels.ru/hotel/al292445/reviews
ProPiter Family House (ПроПитер),"Россия, Санкт-Петербургский регион, Санкт-Петербург",0.0,1,https://tophotels.ru/hotel/al296681/reviews
Shuvaloff hotel 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",0.0,1,https://tophotels.ru/hotel/al68061/reviews
Sokroma Aristocrat Home,"Россия, Санкт-Петербургский регион, Санкт-Петербург",0.0,1,https://tophotels.ru/hotel/al324411/reviews
Soul Kitchen Hostel,"Россия, Санкт-Петербургский регион, Санкт-Петербург",0.0,1,https://tophotels.ru/hotel/al274165/reviews
SSHostel Невский 130,"Россия, Санкт-Петербургский регион, Санкт-Петербург",0.0,1,https://tophotels.ru/hotel/al274127/reviews
Staronevsky Dom,"Россия, Санкт-Петербургский регион, Санкт-Петербург",0.0,1,https://tophotels.ru/hotel/al18548/reviews
Sunpark,"Россия, Санкт-Петербургский регион, Санкт-Петербург",0.0,1,https://tophotels.ru/hotel/al311085/reviews
SuperHostel На Каменноостровском 39,"Россия, Санкт-Петербургский регион, Санкт-Петербург",0.0,1,https://tophotels.ru/hotel/al274668/reviews
Travellers Palace,"Россия, Санкт-Петербургский регион, Санкт-Петербург",0.0,1,https://tophotels.ru/hotel/al306709/reviews
Абажуръ на Фонтанке,"Россия, Санкт-Петербургский регион, Санкт-Петербург",0.0,2,https://tophotels.ru/hotel/al100378/reviews
Авент Инн Васильевский,"Россия, Санкт-Петербургский регион, Санкт-Петербург",0.0,1,https://tophotels.ru/hotel/al286185/reviews
Алекс Отель на Мужества,"Россия, Санкт-Петербургский регион, Санкт-Петербург",0.0,1,https://tophotels.ru/hotel/al54519/reviews
Алые Паруса на Гончарной,"Россия, Санкт-Петербургский регион, Санкт-Петербург",0.0,1,https://tophotels.ru/hotel/al296822/reviews
Алые Паруса Хостел,"Россия, Санкт-Петербургский регион, Санкт-Петербург",0.0,1,https://tophotels.ru/hotel/al274596/reviews
Ариадна,"Россия, Санкт-Петербургский регион, Санкт-Петербург",0.0,1,https://tophotels.ru/hotel/al220032/reviews
Аркада 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",0.0,1,https://tophotels.ru/hotel/al250363/reviews
Арк Хостел,"Россия, Санкт-Петербургский регион, Санкт-Петербург",0.0,1,https://tophotels.ru/hotel/al306589/reviews
Атмосфера На Невском 163 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",0.0,1,https://tophotels.ru/hotel/al291650/reviews
Блюз Мини-Отель 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",0.0,1,https://tophotels.ru/hotel/al275399/reviews
Бригит На Ладожской 1*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",0.0,1,https://tophotels.ru/hotel/al275388/reviews
Виктория Мини-Отель 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",0.0,1,https://tophotels.ru/hotel/al320042/reviews
Галерея,"Россия, Санкт-Петербургский регион, Санкт-Петербург",0.0,1,https://tophotels.ru/hotel/al274739/reviews
Глория,"Россия, Санкт-Петербургский регион, Санкт-Петербург",0.0,1,https://tophotels.ru/hotel/al295922/reviews
Гостевой Дом Давыдов 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",0.0,1,https://tophotels.ru/hotel/al180654/reviews
Гостевой Дом Люмьер,"Россия, Санкт-Петербургский регион, Санкт-Петербург",0.0,1,https://tophotels.ru/hotel/al283719/reviews
Гостевой Дом Семейный,"Россия, Санкт-Петербургский регион, Санкт-Петербург",0.0,1,https://tophotels.ru/hotel/al296130/reviews
Гостевые Комнаты на Казанской,"Россия, Санкт-Петербургский регион, Санкт-Петербург",0.0,1,https://tophotels.ru/hotel/al296330/reviews
Гринёвъ Гостевые Комнаты 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",0.0,1,https://tophotels.ru/hotel/al306168/reviews
Домашняя гостиница Подушка,"Россия, Санкт-Петербургский регион, Санкт-Петербург",0.0,1,https://tophotels.ru/hotel/al129379/reviews
Дом Удачи,"Россия, Санкт-Петербургский регион, Санкт-Петербург",0.0,1,https://tophotels.ru/hotel/al310648/reviews
Друзья Лофт,"Россия, Санкт-Петербургский регион, Санкт-Петербург",0.0,1,https://tophotels.ru/hotel/al311084/reviews
Ингрия 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",0.0,1,https://tophotels.ru/hotel/al283248/reviews
Кофе с молоком у Юсуповского сада,"Россия, Санкт-Петербургский регион, Санкт-Петербург",0.0,1,https://tophotels.ru/hotel/al250603/reviews
Легенда,"Россия, Санкт-Петербургский регион, Санкт-Петербург",0.0,1,https://tophotels.ru/hotel/al296488/reviews
Муми Троль,"Россия, Санкт-Петербургский регион, Санкт-Петербург",0.0,1,https://tophotels.ru/hotel/al296004/reviews
На Петергофском,"Россия, Санкт-Петербургский регион, Санкт-Петербург",0.0,1,https://tophotels.ru/hotel/al307335/reviews
Невский 100,"Россия, Санкт-Петербургский регион, Санкт-Петербург",0.0,1,https://tophotels.ru/hotel/al312609/reviews
Невский Инн (Nevsky Inn) 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",0.0,1,https://tophotels.ru/hotel/al292436/reviews
Новая Голландия Хостел,"Россия, Санкт-Петербургский регион, Санкт-Петербург",0.0,1,https://tophotels.ru/hotel/al274268/reviews
Новый-Вишневый,"Россия, Санкт-Петербургский регион, Санкт-Петербург",0.0,1,https://tophotels.ru/hotel/al306925/reviews
Нотебург 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",0.0,1,https://tophotels.ru/hotel/al156777/reviews
Онегин,"Россия, Санкт-Петербургский регион, Санкт-Петербург",0.0,1,https://tophotels.ru/hotel/al285213/reviews
Островок,"Россия, Санкт-Петербургский регион, Санкт-Петербург",0.0,1,https://tophotels.ru/hotel/al275354/reviews
Отель на Моховой 28,"Россия, Санкт-Петербургский регион, Санкт-Петербург",0.0,1,https://tophotels.ru/hotel/al312512/reviews
Отель Ромар,"Россия, Санкт-Петербургский регион, Санкт-Петербург",0.0,2,https://tophotels.ru/hotel/al282474/reviews
Отель у Церкви,"Россия, Санкт-Петербургский регион, Санкт-Петербург",0.0,1,https://tophotels.ru/hotel/al319375/reviews
Офицерский Полудомикъ 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",0.0,1,https://tophotels.ru/hotel/al292435/reviews
Питер 4*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",0.0,2,https://tophotels.ru/hotel/al31380/reviews
Подушка Хостел 2*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",0.0,1,https://tophotels.ru/hotel/al274347/reviews
Проворный Верблюд 2*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",0.0,1,https://tophotels.ru/hotel/al293918/reviews
Симфония Уюта,"Россия, Санкт-Петербургский регион, Санкт-Петербург",0.0,1,https://tophotels.ru/hotel/al278201/reviews
Соната на Фонтанке 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",0.0,1,https://tophotels.ru/hotel/al72514/reviews
Тапки-Хостел,"Россия, Санкт-Петербургский регион, Санкт-Петербург",0.0,1,https://tophotels.ru/hotel/al306821/reviews
Терем'ОК на Красноармейской,"Россия, Санкт-Петербургский регион, Санкт-Петербург",0.0,1,https://tophotels.ru/hotel/al296247/reviews
Троицкий На Технологическом 2*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",0.0,1,https://tophotels.ru/hotel/al275805/reviews
Форум Мини-Отель,"Россия, Санкт-Петербургский регион, Санкт-Петербург",0.0,1,https://tophotels.ru/hotel/al275735/reviews
Хостел Викторианский,"Россия, Санкт-Петербургский регион, Санкт-Петербург",0.0,1,https://tophotels.ru/hotel/al274655/reviews
Шелковый Путь (Silk Way) 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",0.0,1,https://tophotels.ru/hotel/al309669/reviews
Шерлок Хостел 2*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",0.0,1,https://tophotels.ru/hotel/al274303/reviews
Deutscher klub 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",5.0,1,https://tophotels.ru/hotel/al17217/reviews
Автограф 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",5.0,1,https://tophotels.ru/hotel/al61228/reviews
Ажур 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",5.0,1,https://tophotels.ru/hotel/al45486/reviews
А-Тур,"Россия, Санкт-Петербургский регион, Санкт-Петербург",5.0,1,https://tophotels.ru/hotel/al73171/reviews
Гостевой Дом на Марата 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",5.0,1,https://tophotels.ru/hotel/al35186/reviews
Катюша,"Россия, Санкт-Петербургский регион, Санкт-Петербург",5.0,1,https://tophotels.ru/hotel/al35984/reviews
Rinaldi на Греческом 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.92,2,https://tophotels.ru/hotel/al17049/reviews
Анюта 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.89,3,https://tophotels.ru/hotel/al21171/reviews
Byloy Peterburg - Staraya Vena 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.83,2,https://tophotels.ru/hotel/al22135/reviews
Амулет на Большом проспекте Петроградской стороны 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.83,2,https://tophotels.ru/hotel/al17099/reviews
Byloy Peterburg - Holstomer 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.78,3,https://tophotels.ru/hotel/al22134/reviews
Nevsky,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.78,6,https://tophotels.ru/hotel/al40770/reviews
Аврора Петроградская 2*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.67,2,https://tophotels.ru/hotel/al17082/reviews
Десон-Ладога 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.67,3,https://tophotels.ru/hotel/al17104/reviews
Амиго (закрыт),"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.67,1,https://tophotels.ru/hotel/al35554/reviews
"Rinaldi Апарт на Соляном, 9 APT","Россия, Санкт-Петербургский регион, Санкт-Петербург",4.5,1,https://tophotels.ru/hotel/al62718/reviews
Sokroma Питер FM,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.5,1,https://tophotels.ru/hotel/al320081/reviews
Австрийский дворик 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.5,2,https://tophotels.ru/hotel/al17078/reviews
Rinaldi на Васильевском острове 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.33,3,https://tophotels.ru/hotel/al17045/reviews
Октавиана 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.29,7,https://tophotels.ru/hotel/al17088/reviews
Astoria 5*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.27,5,https://tophotels.ru/hotel/al17005/reviews
Club MarInn 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.22,3,https://tophotels.ru/hotel/al21324/reviews
Rinaldi на Петроградской 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.17,2,https://tophotels.ru/hotel/al17048/reviews
Byloy Peterburg - Nevsky 150 APT,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.11,3,https://tophotels.ru/hotel/al22133/reviews
EurohostelSpb (закрыт) 2*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.0,3,https://tophotels.ru/hotel/al45450/reviews
Valeri Hotel,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.0,1,https://tophotels.ru/hotel/al282516/reviews
Аве Цезарь на Стремянной 1*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.0,6,https://tophotels.ru/hotel/al22403/reviews
Андерсен (Andersen Hotel) 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.0,1,https://tophotels.ru/hotel/al319478/reviews
На Рубинштейна 5,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.0,1,https://tophotels.ru/hotel/al51809/reviews
Rinaldi на Чернышевской 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",3.67,1,https://tophotels.ru/hotel/al47775/reviews
Времена Года 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",3.67,1,https://tophotels.ru/hotel/al292541/reviews
Друзья у Эрмитажа (закрыт),"Россия, Санкт-Петербургский регион, Санкт-Петербург",3.5,1,https://tophotels.ru/hotel/al272103/reviews
Кот МатроскИНН 2*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",3.5,1,https://tophotels.ru/hotel/al293901/reviews
Нарвская,"Россия, Санкт-Петербургский регион, Санкт-Петербург",3.5,1,https://tophotels.ru/hotel/al296264/reviews
Onore,"Россия, Санкт-Петербургский регион, Санкт-Петербург",3.33,1,https://tophotels.ru/hotel/al73144/reviews
Гостевой дом 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",3.33,2,https://tophotels.ru/hotel/al31381/reviews
Ольгино 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",3.33,1,https://tophotels.ru/hotel/al80590/reviews
Right Place,"Россия, Санкт-Петербургский регион, Санкт-Петербург",3.33,1,https://tophotels.ru/hotel/al274725/reviews
Rinaldi у Эрмитажа 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",3.33,2,https://tophotels.ru/hotel/al22287/reviews
Правильный Выбор,"Россия, Санкт-Петербургский регион, Санкт-Петербург",3.25,1,https://tophotels.ru/hotel/al269507/reviews
Rinaldi Art 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",3.14,7,https://tophotels.ru/hotel/al24461/reviews
Neva 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",3.0,2,https://tophotels.ru/hotel/al29607/reviews
Residence 1*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",3.0,2,https://tophotels.ru/hotel/al31631/reviews
Rinaldi на Большом 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",3.0,1,https://tophotels.ru/hotel/al17047/reviews
SuperHostel На Полтавской 5/29,"Россия, Санкт-Петербургский регион, Санкт-Петербург",3.0,1,https://tophotels.ru/hotel/al274328/reviews
Алиот 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",3.0,3,https://tophotels.ru/hotel/al17105/reviews
Апрель,"Россия, Санкт-Петербургский регион, Санкт-Петербург",3.0,1,https://tophotels.ru/hotel/al47807/reviews
Звездный 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",3.0,2,https://tophotels.ru/hotel/al28138/reviews
