title,area,rating,n_reviews,reference
Восемь Сов (8 Сов),"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.73,5,https://tophotels.ru/hotel/al151488/reviews
"Хостел Мама, Я Дома","Россия, Санкт-Петербургский регион, Санкт-Петербург",4.63,5,https://tophotels.ru/hotel/al274620/reviews
9 Сов 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.58,8,https://tophotels.ru/hotel/al38574/reviews
Students Rooms на Троицком 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.54,6,https://tophotels.ru/hotel/al127964/reviews
Петербургская Сказка,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.53,7,https://tophotels.ru/hotel/al286140/reviews
Hotel Vera 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.5,7,https://tophotels.ru/hotel/al50083/reviews
Кристофф Отель 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.48,10,https://tophotels.ru/hotel/al20895/reviews
Авент Инн Невский 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.47,6,https://tophotels.ru/hotel/al102467/reviews
Park Inn By Radisson Pulkovo Airport St. Petersburg 4*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.46,5,https://tophotels.ru/hotel/al202871/reviews
Амбитус 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.42,8,https://tophotels.ru/hotel/al173743/reviews
Artefact Guest House,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.33,7,https://tophotels.ru/hotel/al238622/reviews
Гостиница Таврическая  3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.33,6,https://tophotels.ru/hotel/al65190/reviews
Невский 74,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.28,7,https://tophotels.ru/hotel/al262581/reviews
Good Morning Hostel 2*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.23,7,https://tophotels.ru/hotel/al101486/reviews
Невский Ампир,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.14,5,https://tophotels.ru/hotel/al275725/reviews
Аннушка 4*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",3.97,14,https://tophotels.ru/hotel/al30652/reviews
Фортеция Питер,"Россия, Санкт-Петербургский регион, Санкт-Петербург",3.73,6,https://tophotels.ru/hotel/al78574/reviews
Янина 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",3.67,5,https://tophotels.ru/hotel/al292553/reviews
Pestel Inn 2*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",3.4,8,https://tophotels.ru/hotel/al136801/reviews
SuperHostel На Невском Проспекте 95 2*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",3.25,7,https://tophotels.ru/hotel/al274251/reviews
Ра Кузнечный 19 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",3.17,10,https://tophotels.ru/hotel/al102155/reviews
No Rain No Pain,"Россия, Санкт-Петербургский регион, Санкт-Петербург",0.0,3,https://tophotels.ru/hotel/al323700/reviews
The Official State Hermitage Hotel (Официальная Гостиница Государственного Эрмитажа) 5*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",5.0,4,https://tophotels.ru/hotel/al151451/reviews
Александр Отель 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",5.0,5,https://tophotels.ru/hotel/al275732/reviews
Отель на Римского-Корсакова,"Россия, Санкт-Петербургский регион, Санкт-Петербург",5.0,4,https://tophotels.ru/hotel/al311625/reviews
Холстомер 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",5.0,6,https://tophotels.ru/hotel/al61139/reviews
Premiere на Союза Печатников 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.94,5,https://tophotels.ru/hotel/al63288/reviews
Братья Карамазовы 4*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.92,7,https://tophotels.ru/hotel/al16625/reviews
Мой Отель 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.89,5,https://tophotels.ru/hotel/al61229/reviews
Элегия 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.83,9,https://tophotels.ru/hotel/al20969/reviews
Делюкс на Галерной 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.8,5,https://tophotels.ru/hotel/al63140/reviews
Чехов,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.78,5,https://tophotels.ru/hotel/al126888/reviews
Sokroma 8 Bridges ApartHotel,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.75,5,https://tophotels.ru/hotel/al320164/reviews
Соната на Маяковского,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.75,5,https://tophotels.ru/hotel/al53008/reviews
Камердинер 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.72,5,https://tophotels.ru/hotel/al36226/reviews
Пекинский Сад 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.7,7,https://tophotels.ru/hotel/al61398/reviews
"Simple Hostel Невский, 78","Россия, Санкт-Петербургский регион, Санкт-Петербург",4.67,5,https://tophotels.ru/hotel/al250456/reviews
Поликофф 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.61,6,https://tophotels.ru/hotel/al60558/reviews
Бонн-Апарт,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.57,9,https://tophotels.ru/hotel/al51449/reviews
Питерская Клуб Отель (Piterskaya Hotel),"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.57,5,https://tophotels.ru/hotel/al172591/reviews
Друзья Лайф,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.56,19,https://tophotels.ru/hotel/al52130/reviews
3 MostA 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.53,6,https://tophotels.ru/hotel/al55555/reviews
Петро Спорт Отель 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.53,6,https://tophotels.ru/hotel/al37357/reviews
Sweet Village Hostel,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.5,3,https://tophotels.ru/hotel/al306932/reviews
TiMClub,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.5,5,https://tophotels.ru/hotel/al101502/reviews
Друзья на Восстания,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.5,5,https://tophotels.ru/hotel/al116614/reviews
Мармара 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.5,5,https://tophotels.ru/hotel/al59920/reviews
GoodNight Hotel,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.44,7,https://tophotels.ru/hotel/al125417/reviews
White & Black Home,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.42,6,https://tophotels.ru/hotel/al107800/reviews
Дом Рюль (House of Ruehl),"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.38,6,https://tophotels.ru/hotel/al267234/reviews
Zizu Hotel,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.25,5,https://tophotels.ru/hotel/al147222/reviews
SO Sofitel 5*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.23,7,https://tophotels.ru/hotel/al73436/reviews
Hilton Saint Petersburg ExpoForum 4*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.22,4,https://tophotels.ru/hotel/al313452/reviews
Примавера 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.19,8,https://tophotels.ru/hotel/al63291/reviews
Демократ на Некрасова 58 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.1,5,https://tophotels.ru/hotel/al244489/reviews
City Hotel Comfitel 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.04,26,https://tophotels.ru/hotel/al22841/reviews
АлександерПлатц 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.03,14,https://tophotels.ru/hotel/al27810/reviews
Смольнинская 4*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.0,6,https://tophotels.ru/hotel/al53716/reviews
Невский Маяк,"Россия, Санкт-Петербургский регион, Санкт-Петербург",3.97,12,https://tophotels.ru/hotel/al61230/reviews
Дом Студента У Черной речки,"Россия, Санкт-Петербургский регион, Санкт-Петербург",3.95,7,https://tophotels.ru/hotel/al35154/reviews
Невский Дом,"Россия, Санкт-Петербургский регион, Санкт-Петербург",3.92,8,https://tophotels.ru/hotel/al94310/reviews
Аве Цезарь на Большой Конюшенной 1*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",3.37,19,https://tophotels.ru/hotel/al22402/reviews
Наука I (ул. Миллионная),"Россия, Санкт-Петербургский регион, Санкт-Петербург",2.92,5,https://tophotels.ru/hotel/al80853/reviews
Капитал Отель на Московском,"Россия, Санкт-Петербургский регион, Санкт-Петербург",2.92,11,https://tophotels.ru/hotel/al53374/reviews
Milne Apartments,"Россия, Санкт-Петербургский регион, Санкт-Петербург",5.0,4,https://tophotels.ru/hotel/al103341/reviews
Адажио 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",5.0,3,https://tophotels.ru/hotel/al63260/reviews
Колумб 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",5.0,4,https://tophotels.ru/hotel/al47788/reviews
Мойка 5 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",5.0,5,https://tophotels.ru/hotel/al29624/reviews
Alexander House (Александр Хаус) 4*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.94,8,https://tophotels.ru/hotel/al39759/reviews
Арт-Отель Моховая 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.93,8,https://tophotels.ru/hotel/al17866/reviews
Park Lane Inn 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.87,14,https://tophotels.ru/hotel/al22292/reviews
Mary Hotel 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.86,5,https://tophotels.ru/hotel/al84141/reviews
ArINN (закрыт) 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.83,4,https://tophotels.ru/hotel/al87342/reviews
ТАЙГА House,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.83,4,https://tophotels.ru/hotel/al173353/reviews
Parklane Resort and Spa 4*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.83,2,https://tophotels.ru/hotel/al309273/reviews
Station Hostel 2*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.83,4,https://tophotels.ru/hotel/al274163/reviews
Rest Hostel,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.79,4,https://tophotels.ru/hotel/al69842/reviews
Традиция 4*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.78,4,https://tophotels.ru/hotel/al63366/reviews
Atlantica 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.75,4,https://tophotels.ru/hotel/al40402/reviews
Талисман Гороховая 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.75,5,https://tophotels.ru/hotel/al318747/reviews
Мэрибель 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.73,7,https://tophotels.ru/hotel/al22410/reviews
Эгоист 4*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.72,5,https://tophotels.ru/hotel/al94631/reviews
Арт-отель Антре (Antre) 2*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.67,4,https://tophotels.ru/hotel/al94966/reviews
Рапсодия 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.67,4,https://tophotels.ru/hotel/al151125/reviews
Атмосфера Большой 3,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.58,5,https://tophotels.ru/hotel/al114918/reviews
Baby Lemonade Hostel 2*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.56,3,https://tophotels.ru/hotel/al242742/reviews
Водограй 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.56,3,https://tophotels.ru/hotel/al275419/reviews
Мини-отель Адмиралтейский,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.5,5,https://tophotels.ru/hotel/al89903/reviews
SkyHotel 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.33,4,https://tophotels.ru/hotel/al63331/reviews
Огниво,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.33,4,https://tophotels.ru/hotel/al175623/reviews
Лира 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.3,6,https://tophotels.ru/hotel/al31382/reviews
Lomonosov Hotel (Ломоносов отель) 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.25,4,https://tophotels.ru/hotel/al102163/reviews
Атмосфера Central Inn,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.22,4,https://tophotels.ru/hotel/al63132/reviews
Новые Комнаты,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.22,5,https://tophotels.ru/hotel/al102779/reviews
Эспланада,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.13,6,https://tophotels.ru/hotel/al61135/reviews
Невский Централь Отель 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.11,9,https://tophotels.ru/hotel/al19090/reviews
Solo набережная Мойки,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.0,4,https://tophotels.ru/hotel/al169544/reviews
Невский берег 93,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.0,4,https://tophotels.ru/hotel/al102153/reviews
Турист 2*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.0,3,https://tophotels.ru/hotel/al69494/reviews
Дом Достоевского,"Россия, Санкт-Петербургский регион, Санкт-Петербург",3.67,5,https://tophotels.ru/hotel/al141032/reviews
Граф Толстой 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",3.53,5,https://tophotels.ru/hotel/al236512/reviews
Северная,"Россия, Санкт-Петербургский регион, Санкт-Петербург",3.5,6,https://tophotels.ru/hotel/al35146/reviews
Ready Steady Hostel 2*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",3.33,6,https://tophotels.ru/hotel/al164895/reviews
Bedandbike Gorohovaya 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",3.11,5,https://tophotels.ru/hotel/al70605/reviews
Симфония 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",3.0,5,https://tophotels.ru/hotel/al136147/reviews
Neptun 4*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",2.7,11,https://tophotels.ru/hotel/al17087/reviews
Asta Vita,"Россия, Санкт-Петербургский регион, Санкт-Петербург, Репино",0.0,4,https://tophotels.ru/hotel/al310850/reviews
Fontanka River View Hostel Saint Pe,"Россия, Санкт-Петербургский регион, Санкт-Петербург",0.0,4,https://tophotels.ru/hotel/al323627/reviews
Liberty Island Hotel,"Россия, Санкт-Петербургский регион, Санкт-Петербург",0.0,2,https://tophotels.ru/hotel/al323632/reviews
Александровский,"Россия, Санкт-Петербургский регион, Санкт-Петербург",0.0,2,https://tophotels.ru/hotel/al212590/reviews
Кино Хостел На Выборгской,"Россия, Санкт-Петербургский регион, Санкт-Петербург",0.0,2,https://tophotels.ru/hotel/al274357/reviews
Самсонов на Марата 30,"Россия, Санкт-Петербургский регион, Санкт-Петербург",0.0,4,https://tophotels.ru/hotel/al284890/reviews
Arbat Nord,"Россия, Санкт-Петербургский регион, Санкт-Петербург",5.0,3,https://tophotels.ru/hotel/al17004/reviews
Bagration Hotel & Restaurant 4*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",5.0,2,https://tophotels.ru/hotel/al322365/reviews
Chalet de Provence Kolomenskaya (Шале де Прованс Коломенская) 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",5.0,3,https://tophotels.ru/hotel/al146273/reviews
Galunov Hotel (Галунов),"Россия, Санкт-Петербургский регион, Санкт-Петербург",5.0,1,https://tophotels.ru/hotel/al310876/reviews
Hermes Park-Hotel 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",5.0,2,https://tophotels.ru/hotel/al47933/reviews
Premiere на Невском 4*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",5.0,3,https://tophotels.ru/hotel/al60421/reviews
Renaissance St. Petersburg Baltic 5*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",5.0,3,https://tophotels.ru/hotel/al22576/reviews
Theatre Square Hotel  3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",5.0,3,https://tophotels.ru/hotel/al316803/reviews
Валерия 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",5.0,4,https://tophotels.ru/hotel/al98863/reviews
Друзья у Гостиного Двора,"Россия, Санкт-Петербургский регион, Санкт-Петербург",5.0,2,https://tophotels.ru/hotel/al301849/reviews
Станция S10 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",5.0,3,https://tophotels.ru/hotel/al311816/reviews
Талисман 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",5.0,1,https://tophotels.ru/hotel/al282968/reviews
ТОАЗ-Отель 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",5.0,5,https://tophotels.ru/hotel/al62723/reviews
Yes!,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.83,3,https://tophotels.ru/hotel/al100358/reviews
АмберХаус 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.83,3,https://tophotels.ru/hotel/al290778/reviews
Арт-Хаус Отель,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.83,3,https://tophotels.ru/hotel/al50612/reviews
Соната на Невском 11 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.83,3,https://tophotels.ru/hotel/al102162/reviews
Невский Ряд - Невский 100,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.75,2,https://tophotels.ru/hotel/al296064/reviews
SuperHostel На Пушкинской 14 2*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.67,3,https://tophotels.ru/hotel/al274126/reviews
Гостиница Престиж на Васильевском 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.67,3,https://tophotels.ru/hotel/al90969/reviews
Соната на Большом пр. П.С.,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.67,3,https://tophotels.ru/hotel/al53010/reviews
Гаррах 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.64,4,https://tophotels.ru/hotel/al20861/reviews
Красный Терем 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.58,5,https://tophotels.ru/hotel/al171288/reviews
Belmond Grand Hotel Europe 5*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.57,9,https://tophotels.ru/hotel/al17011/reviews
Гранд Марк 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.56,4,https://tophotels.ru/hotel/al90943/reviews
Домик в Коломне,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.56,3,https://tophotels.ru/hotel/al53885/reviews
AvetPark hotel 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.5,3,https://tophotels.ru/hotel/al307245/reviews
Students Rooms на Петроградской 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.5,3,https://tophotels.ru/hotel/al127962/reviews
Анатоль 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.5,3,https://tophotels.ru/hotel/al275443/reviews
Орбиталь 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.44,3,https://tophotels.ru/hotel/al153105/reviews
Империя Парк 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.43,6,https://tophotels.ru/hotel/al27996/reviews
Акцент,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.33,3,https://tophotels.ru/hotel/al35918/reviews
Litaly (Литали),"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.33,3,https://tophotels.ru/hotel/al275874/reviews
Апарт-отель «Кронверк» 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.33,6,https://tophotels.ru/hotel/al17089/reviews
Le Vashoff 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.3,5,https://tophotels.ru/hotel/al54691/reviews
Art Avenue,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.25,3,https://tophotels.ru/hotel/al308787/reviews
АЛЬТБУРГ на Васильевском 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.17,2,https://tophotels.ru/hotel/al90321/reviews
Юность,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.17,2,https://tophotels.ru/hotel/al45331/reviews
Знаменская,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.11,4,https://tophotels.ru/hotel/al108082/reviews
Best Corner 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.09,12,https://tophotels.ru/hotel/al20984/reviews
Matrix (Матрикс),"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.0,3,https://tophotels.ru/hotel/al171299/reviews
Адванс-Трио,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.0,2,https://tophotels.ru/hotel/al228279/reviews
Александрия (Комфитель) 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",3.75,8,https://tophotels.ru/hotel/al63080/reviews
Аврора Центральная 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",3.67,3,https://tophotels.ru/hotel/al70944/reviews
Наука II (пр. Энгельса),"Россия, Санкт-Петербургский регион, Санкт-Петербург",3.67,3,https://tophotels.ru/hotel/al64872/reviews
У Фонтана,"Россия, Санкт-Петербургский регион, Санкт-Петербург",3.67,10,https://tophotels.ru/hotel/al17124/reviews
SH Адажио,"Россия, Санкт-Петербургский регион, Санкт-Петербург",3.53,5,https://tophotels.ru/hotel/al76737/reviews
SuperHostel на Восстания 35 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",3.5,1,https://tophotels.ru/hotel/al205007/reviews
Casablanca Club,"Россия, Санкт-Петербургский регион, Санкт-Петербург, Репино",3.33,3,https://tophotels.ru/hotel/al59115/reviews
Ахиллес и Черепаха,"Россия, Санкт-Петербургский регион, Санкт-Петербург",3.33,4,https://tophotels.ru/hotel/al307169/reviews
Лебедушка на Кузнечном 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",3.33,3,https://tophotels.ru/hotel/al108683/reviews
Piter House 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",3.25,6,https://tophotels.ru/hotel/al146686/reviews
Купчинская,"Россия, Санкт-Петербургский регион, Санкт-Петербург",3.19,6,https://tophotels.ru/hotel/al35142/reviews
Дом Артистов Цирка,"Россия, Санкт-Петербургский регион, Санкт-Петербург",3.0,3,https://tophotels.ru/hotel/al171280/reviews
Аделия,"Россия, Санкт-Петербургский регион, Санкт-Петербург",2.67,3,https://tophotels.ru/hotel/al250132/reviews
Невский 111 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",2.63,7,https://tophotels.ru/hotel/al139610/reviews
Капитан Морган,"Россия, Санкт-Петербургский регион, Санкт-Петербург",2.61,5,https://tophotels.ru/hotel/al60560/reviews
Dalisi Hotel (Далиси) 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",0.0,4,https://tophotels.ru/hotel/al306080/reviews
Mini-mani 2*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",0.0,2,https://tophotels.ru/hotel/al80399/reviews
Old Flat на Лиговском,"Россия, Санкт-Петербургский регион, Санкт-Петербург",0.0,3,https://tophotels.ru/hotel/al136386/reviews
Sokroma Алые Паруса,"Россия, Санкт-Петербургский регион, Санкт-Петербург",0.0,2,https://tophotels.ru/hotel/al324409/reviews
Елисеевский 4*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",0.0,2,https://tophotels.ru/hotel/al317224/reviews
Иоланта,"Россия, Санкт-Петербургский регион, Санкт-Петербург",0.0,2,https://tophotels.ru/hotel/al313656/reviews
Мини Отель На Гороховой 32,"Россия, Санкт-Петербургский регион, Санкт-Петербург",0.0,3,https://tophotels.ru/hotel/al275423/reviews
Рада,"Россия, Санкт-Петербургский регион, Санкт-Петербург",0.0,2,https://tophotels.ru/hotel/al134601/reviews
Резиденция на Манежном,"Россия, Санкт-Петербургский регион, Санкт-Петербург",0.0,3,https://tophotels.ru/hotel/al315377/reviews
Фонтанка 5,"Россия, Санкт-Петербургский регион, Санкт-Петербург",0.0,2,https://tophotels.ru/hotel/al296060/reviews
Anastasia Mini-Hotel 4*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",5.0,2,https://tophotels.ru/hotel/al318165/reviews
ArtApart,"Россия, Санкт-Петербургский регион, Санкт-Петербург",5.0,2,https://tophotels.ru/hotel/al275793/reviews
art-hotel TREZZINI,"Россия, Санкт-Петербургский регион, Санкт-Петербург",5.0,3,https://tophotels.ru/hotel/al40245/reviews
Diamond Apart-Hotel,"Россия, Санкт-Петербургский регион, Санкт-Петербург",5.0,1,https://tophotels.ru/hotel/al305796/reviews
Diplomat Hotel,"Россия, Санкт-Петербургский регион, Санкт-Петербург",5.0,1,https://tophotels.ru/hotel/al312864/reviews
Dolce Vita Mini-hotel (Дольче Вита) 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",5.0,3,https://tophotels.ru/hotel/al172713/reviews
Dom Boutique Hotel 4*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",5.0,3,https://tophotels.ru/hotel/al308079/reviews
FreeDom,"Россия, Санкт-Петербургский регион, Санкт-Петербург",5.0,2,https://tophotels.ru/hotel/al91956/reviews
Guest House Nevsky 3 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",5.0,2,https://tophotels.ru/hotel/al47894/reviews
Hampton by Hilton St. Petersburg ExpoForum 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",5.0,2,https://tophotels.ru/hotel/al313453/reviews
Mariel Hostel,"Россия, Санкт-Петербургский регион, Санкт-Петербург",5.0,1,https://tophotels.ru/hotel/al317091/reviews
Mops Hotel&Spa,"Россия, Санкт-Петербургский регион, Санкт-Петербург",5.0,2,https://tophotels.ru/hotel/al309594/reviews
Racing Paradise Hostel,"Россия, Санкт-Петербургский регион, Санкт-Петербург",5.0,2,https://tophotels.ru/hotel/al274773/reviews
Rinaldi Harmony 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",5.0,4,https://tophotels.ru/hotel/al24462/reviews
Senat Мини-Отель,"Россия, Санкт-Петербургский регион, Санкт-Петербург",5.0,2,https://tophotels.ru/hotel/al296689/reviews
Stella Hostel 2*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",5.0,2,https://tophotels.ru/hotel/al133638/reviews
Tanais (Танаис),"Россия, Санкт-Петербургский регион, Санкт-Петербург",5.0,2,https://tophotels.ru/hotel/al205504/reviews
The Bridge,"Россия, Санкт-Петербургский регион, Санкт-Петербург",5.0,2,https://tophotels.ru/hotel/al306380/reviews
Абажуръ на Невском,"Россия, Санкт-Петербургский регион, Санкт-Петербург",5.0,2,https://tophotels.ru/hotel/al54983/reviews
Амулет на Малой Морской улице 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",5.0,4,https://tophotels.ru/hotel/al17100/reviews
Асмера на Гороховой,"Россия, Санкт-Петербургский регион, Санкт-Петербург",5.0,2,https://tophotels.ru/hotel/al309073/reviews
Бутик-отель 1852,"Россия, Санкт-Петербургский регион, Санкт-Петербург",5.0,1,https://tophotels.ru/hotel/al315941/reviews
Витамин,"Россия, Санкт-Петербургский регион, Санкт-Петербург",5.0,2,https://tophotels.ru/hotel/al152044/reviews
Другой Хостел 2*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",5.0,2,https://tophotels.ru/hotel/al80177/reviews
Друзья у Дома Книги,"Россия, Санкт-Петербургский регион, Санкт-Петербург",5.0,3,https://tophotels.ru/hotel/al296691/reviews
Кон-Тики,"Россия, Санкт-Петербургский регион, Санкт-Петербург",5.0,2,https://tophotels.ru/hotel/al282910/reviews
Крупский,"Россия, Санкт-Петербургский регион, Санкт-Петербург",5.0,2,https://tophotels.ru/hotel/al68953/reviews
